,Index,ExtractedText,image_link,group_id,entity_name,entity_value
10,17,"#
Glucon-D
KM
FREE' Reguio 280g
Ipack
Glucon-D
Net Weight:
Instant Energy
Ikg
Occasions of use: In summer when the sun drains out energy or when hectic lifesive
leaves You tired, your family needs the 'Instant Energy' of Glucon-D
(99.4% pure Glucose
Glucose is an Instant energy source for
the body and is the only energy source for the brain;
Vitamln
Glucon-D has Vitamin D and Calcium that provides
strength to the bones and body:
Minerals
Glucon-D has Phosphorus tat is essential for
energy production and storage.
So experience the 'Instant Energy' of Glucon-D with your familyl
4doI
3: 6 # s141 9aR Frot & rff & fi #R & Hrria
eraax?
dald &
378 rifeg Tooi-&} & ""ga %fart"" !
99.4% %a rgolvt
s1ir &
Joc} af7 #1 & #R %8
R9 &} sfa &4 aat $9HFT 4iez &1
faelfaa
48 feifv & &ik #RRr, vit gfasui siR #Ri &}
w4g Tmal &1
Atrar
Taei-3} 4 & +rghr , *i !fa7
8a91en sk riye & ferg
31ay1a?40 8 1
8 'ga %f4x1' B1STHEG 
394 4Rarr
7e !
""Offer valid till stocks last Packs without this Offer also available.
""Offer available in specifically marked
only:
We would love to hear from you:
7"" Floor; ""D"" Shivsagar; Worli; (umbal < 490 018
Consuaner Cell; Heinz India Pvt; Ltd ,
Hleedback@inhjhelnzcom
Toll Free No, 1800 102 5444
Visit us at: Wwwheinzco in
[consumer,
LOT No;
MFD .
MRP Rs/& (NOL,OF ALLTAYES)
(See space below
bottom of jar.)
Gr:
Fi
Torz
TA-&
TcoR-&
packs",https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,731432,item_weight,1 kilogram
11,18,"#
Glucon-D
GREE' Regjutorzo0g
Glucon-D
1
Instant Energy
1
NUTRITIONAL VALUE*
Per 1Og Per Serve (359)
Value.
360kcal
126kcal
Protein .
Og
0g
Carbohydrates
31.5g
of which sugar (sucrose)_
Og
Og
Fat & All types of fatty acids .
Og
Og
Calcium
.170mg
59.
Phosphorus
:1OUmg
35mg
Vitamin D
300L.U.
105L.U.
Approx. Value
DIRECTHONS Fur USE: Add
teaspoontul Glucon-D (approx. 359) to cne gass 0f water (20Umly) and stic:
INGREOIENTS: Glucose (99.4%}, Minerals (Calcium Phosphates) and Vitamin D
based beverage mix (Proprietary Food):
 Conditon; Store in a cool, dry place away from strong odours,
BEST BEFORE 24 MONTHS FROM MANUFACTURE:
Qcinzh Manufactured for: Heinz India Pvt: Ltd ,
Floor; ""D"" Shivsagar;
Worl; Mumbai - 400 018.
fssai
Lic; No; 10043022001417 
For manufactured at location refer to first character of lotno.and see below:
AHeiz India Pvt: Ltd , Manzurgarhi; Aligarh - 202 001. FSSAI Lic. No. 10014051000865
6y Heirz lndia Pvt Lia, PlotNo. D-99A & 8,ESIP; Sitarganj; Udhamsingh Nagar; Uttarakhand : 262 405.
FSSALLIc. No; 10014012000278
SySuperchem Industres, Jamani wala Road, Jambu Khala, Badrpur; Paonta Sahib - 173 025, (HPJ
FSSAL Lic. No, 10014062000273
Net Weight:
kg
pack
Energy
5mg
Glucose !
Storage ",https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,731432,item_weight,200 gram
12,21,"ONE SIZE FITS ALL
STRETCHABLE AND
BLACK FABRIC BLOCKS
FORM FITTING
THE LIGHT
EXPERT-GRADE GEL
NON-TOXIC
NO SMELL
FLEXIBLE
COMFORTABLE FOR
COLD OR HOT THERAPY
3.1in
8
5
22.2 in",https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon
13,22,"925 Sterling Silver
18K Gold Plated
0.28 INCH
(7 MM)
High Polish
0.07 INCH
(1.8 MM)
16+2 INCH Extend Chain
Net Weight: 2.7G
(4O5MM+SOMM)
Manual measurement; the size may be slightly different from the physical
8",https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram
14,23,"Crealing ,
(
sustainable
koryou
Vabpdiaire
1
Visit www.knorr:com/uk
1
How to use Knorr
9
Stock Pots:
MSC
8
1
1
p
GLUTEN
NO ADDED
AND
FREE
MSG
PRESERVATIVES
L
4x28g = 112g @
1
C
eilher:dissolve
1
the
into
8
of boiling
ov: add the
1
0
water:
directly
5
6
potodarert
;
Best Before End:
86

and
ARTIFICIAL 
9
3
Soompot ",https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram
15,24,"9.1cm/3.58""
36.8cm/
14.48""
481 13Ah
481 17BBAh
11.1eml 4.37""
Type
Downtube Battery
13Ah: 2500m-A-h
Battery Cell
17.SAh: Sam-sung/L-GICell
3500mAh Send it randomly
Charger
48V 13Ah (2A)
Charger Output Current
48V 17.5Ah (4A)
USB port
BMS
3OA
KG
Battery Weight
4IKG
44KG",https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram
16,25,"9.1cm/3.58""
36.8cm/
14.48""
481 13Ah
481 17BBAh
11.1eml 4.37""
Type
Downtube Battery
13Ah: 2500m-A-h
Battery Cell
17.SAh: Sam-sung/L-GICell
3500mAh Send it randomly
Charger
48V 13Ah (2A)
Charger Output Current
48V 17.5Ah (4A)
USB port
BMS
3OA
KG
Battery Weight
4IKG
44KG",https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt
17,26,"Product Name
Harvest Festival Doll
Product Size
15x9x26CM
ICtn.
96PCS
Carton Size
52*42*40CM
Material
Polyester material
Craftsmanship
Manual
Colour
Brown
Yellow
Orange
Product Weight
Qty
Grey
158g",https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram
18,28,"NUVIDA
NATURAL HEALTH
CRANBERRY EXTRACT
High
Natural
and
VEGETARIANS _
VEGANS
90
(GMP
Conisted>
Strength
Extract
for
Urinary`
Tract
Bladder
Support
SUITABLE
FOR 
AND
5ooomg
Tablets
Food
Supplement",https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram
19,29,"""9
Jbapu3M'8ni *0-43
uedouisbunoepin
Uilorjp3
I
0s
50 ml
Carvomin
Verdauungstropfen
18,55
ml
Flussigkeit zum Einnehmen
Wirkstoff:
Auszug aus einer Mischung
von
Angelikawurzeln;
Benediktenkraut und
Pfefferminzblattern
KLSNG E
PHARMA
g/20",https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram
20,34,"859
USB CHARGING   PORTS
VOdE
[DOMN",https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram
21,35,"How to Use
Place the curtain between the
counterweight and the magnet
4cm/1.6in
Weight:26g
Load-bearing
metal block",https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram
22,36,"28""
2
7 FREEWHEELS
800w
36V
GABEL MINDESTBREITE 135MM
HINTERRAD MIT BRUSHLESS MOTOR",https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt
23,37,"28""
2
7 FREEWHEELS
800w
36V
GABEL MINDESTBREITE 135MM
HINTERRAD MIT BRUSHLESS MOTOR",https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt
24,38,"Superior Quality
Put durabilitv, safetv, and environmental protection first:
Honevcomb Surface
Offers solid performance and ensures that
the voga ball won't burst suddenly:
Explosion-Proof Design
Provides the best protection and
prevents injuries:
Environmentally Friendly Ilaterial
Just use it with confidence knowing it's made
of environmentally friendly material:
pOi
Mo Sticking
Rest assured that the surface won't stick to
vour skin, clothing, floor, and much more.
330lbs Load Bearing
Never worry about the load-bearing capacity
of this voga ball as it can support up to 33Olbs",https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound
25,39,"51*70
IN
31
0z
warm
soft
and
ventilate
Particularly
smooth
Comfortable
to
skin
GARDEN",https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce
26,40,"SKINFOOD
SALMON DARK CIRCLE CONCEALER
This concentrated and
nreamcFoefeelerv
contains salmon ingredients
effectively
help conceal dark under eye circles and brighten
the eyes:
To use
After applyingYour foundation; dispense an_
adequate amount and gently
onto dark circles around
your eye area
#2
8 ""809221""274243
Dist: SKINFOOD USA, INC.
Technology Drive,
Bldg:
B, Suite B113 Irvine , California , 92618
www theskinfood.com
10g / Net wt. 0.35 0z
Made in Korea
OPEN HERE
tap",https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce
27,41,"hot chocolate
3oKBS
IM !
Made with Belgian Chocolate
includes Mini Marshmallows
Milk
Double
Salted
Chocolate
Peppermint
Chocolate
Caramel
ORIGINAL INGREDIENTS: SUGAR, COCOA BUTTER, WHOLE MILK POWOER,
Nutrition Facts
MARSHMALLOWS (SUGAR, GLUCOSE SYRUP GELATIN; SORBITOL, MODIFIED
CORN STARCH, DEXTROSE , ARTFICIAL FLAVOR, TETRASODIUM
PYROPHOSPHATE) , COCOA MASS, EMULSIFIERS (SOY LECITHIN; PGPR),
16 serving per container
VANILLA EXTRACT;
Serving size
1
Package (35g)
CONTAINS: MILK , SOY,
Amount per serving
SALTED CARAMEL INGREDIENTS: SUGAR , COCOA BUTTER, WHOLE MILK
POWDER, MARSHMALLOWS (SUGAR, GLUCOSE SYRUP GELATIN, SORBITOL ,
Calories
1807
MODIFIED CORN STARCH, DEXTROSE , ARTFICIAL FLAVOR; TETRASODIUM
PYROPHOSPHATE) COCOA MASS, EMULSIFIERS (SOY LECITHIN; PGPR);
VANILLA EXTRACT, SALT, CARAMEL FLAVOR.
% Daily Value*
CONTAINS: MILk , SOY,
Total Fat 9g
12%
PEPPERMINT INGREDIENTS: SUGAR, COCOA BUTTER, WHOLE MILK POWDER,
Saturated Fat 5g
25%
MARSHMALLOWS (SUGAR, GLUCOSE SYRUP GELATIN, SORBITOL, MODIFIED
CORN STARCH, DEXTROSE, ARTFICIAL FLAVOR, TETRASODIUM
Trans Fat Og
PYROPHOSPHATE) , COCOA MASS, EMULSIFIERS (SOY LECITHIN; PGPR);
Cholesterol Smg
2%
VANILLA EXTRACT, PEPPERMINT FLAVOR.
BB
CONTAINS: MILK , SOY.
Sodium 2Omg
1%
Total Carbohydrate 22g
8%
DOUBLE CHOCOLATE INGREDIENTS: SUGAR; COCOA BUTTER; COCOA MASS,
WHOLE MILK POWDER, MARSHMALLOWS (SUGAR, GLUCOSE SVRUP GELATIN;,
Dietary Fiber <1g
2%
SORBITOL, MODIFIED CORN STARCH; DEXTROSE, ARTFICIAL FLAVOR,
TETRASODIUM PVROPHOSPHATE) , EMULSIFIERS (SOY LECITHIN; PGPR);
Total Sugars 21g
VANILLA EXTRACT.
Includes 21g Added Sugars 42%
CONTAINS: MILK , SOY:
Protein 2g
DISTRIBUTED BY FRANKFORD CANDY LLC
Vit. D Omcg 0%
Calcium 45mg 2%
PHILADELPHIA, PA 19114
CHOCOLATE MADE IN BELGIUM
Iron 0.6mg 2%
Potas. 75mg 2%
MOLDED AND PACKED IN CHINA
MARSHMALLOWS MADE IN CHINA
The % Daily Value (DV) tells you how much
WWW
frankfordcandy com
a nutrient in a serving of food contributes to
a
daily diet. 2,000 calories a day is used for
general nutrition advice.
Frenkord",https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram
28,42,"150W
IP6s",https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt
29,44,"Durable & Flexible LED Floodlight
Thickened
Glass
High-Quality
LEDs
Die-Cast
Alumium Frame
30w
IP65
Mental
Bracket",https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt
30,46,"15.5g
50cm
BF
EST
Acm
FRIF
FNDS
3.Scm",https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,299791,item_weight,15.5 gram
31,47,"JACQUARD
KNITTED
MATERIAL
Super soft and comfortable creating a
custom upholstered look
2OOGSM
Microfiber
C
L7
#ta",https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,237000,item_weight,200.0 gram
32,48,"KOMFORT-PAKET
1
DAS HERZSTUCK :
STARKER
UND EFFIZIENTER MOTOR FUR ANGENEHMEN FAHRKOMFORT
KRAFTVOLLE UND EFFIZIENTE
EXTREM LEISER UND
UNGLAUBLICHES DREHMOMENT
UNTERSTUTZUNG BIS
LEISTUNGSSTARKER MOTOR MIT
VON
25 KM/H
250 W
45 NM
KA
J",https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,179080,wattage,250.0 watt
33,49,"G
AINIBIu
MIu
Your Old and Close Friend Everl
How to Make
1 tablet
Y
Water
(1Ooz)
Boil
3 min:",https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce
34,50,"High Quality Polyester Fabric
Breathable & Easy to Clean
Weight: 0.8KG
ZHANAO
45CM
MODE:
BELLE
IDe
Bure
VE
2
38CM
Faut
26CM
28CM
1
18CM",https://m.media-amazon.com/images/I/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram
35,51,"Basic Information
Battery Capacity
13OOmAh
Discharage Rate
100 C
Battery Voltage
14.8 V
Cell Configuration
4S
Connector Type
X160 Plug
Balancer Connector Type
JST -XHR
Weight:
1.38 Inches
MAh
JOOc
C€ Fc
LiPo 45
bov2 /084483v4
1.26 Inches
Kk0
2.83 Inches
57836
169g
GOL D39
1300
L5
RoHS
RANS
14.8V19.24WH",https://m.media-amazon.com/images/I/711SATIDrmL.jpg,709627,item_weight,169.0 gram
36,52,"UNIQUE
DESIGN
0.55inch
0,78inch
0.55inch
0.66inch
Weight: 10g
20"" +
2""
Extension
Moderate thickness,
Rotatable screws,
Chain Length
suitable for ashes
tightly fixed",https://m.media-amazon.com/images/I/61x6RSjwQIL.jpg,299791,item_weight,10.0 gram
37,53,15,https://m.media-amazon.com/images/I/613BeFNwHcL.jpg,523149,item_weight,7.0 gram
38,54,"T+ + 4
+++ +
X
4
t
+
F
X
+

+
+
WHEY
4
4
PROTEIN 9
4
Integratore alimentare di proteine
GLUTEN
6
donsiecolcordatie Ulolsolebric
vifamine
FRI
41
Food supplement of micro-ultrafiltered
ateosos
(CFMJ whey protein isolate and vitamins.
+
With sweeteners . Ultrasoluble 

4
750 g
30 dosi
servings
+
4
GuSIO
CREMA
+
NOccIoLA
Sae
rn
4

FLAVOUR
t
+
t
X

4
+++ +
t + +
F
t+ +

+ +
4
45
4
*",https://m.media-amazon.com/images/I/61hWZdkq6WL.jpg,630390,item_weight,750.0 gram
39,55,"8 cm
Specifications:
Material:
borosilicate glass
Colors:
3 - Natural, Pink, Gold
Weight:
8
Volume:
180 ml
Shape:
Shiba Inu
6 cm
160 g",https://m.media-amazon.com/images/I/71E7CU55dcL.jpg,810266,item_weight,160.0 gram
40,56,"ZITROMAC
;0l(ions (hiakas
PINA
DESHIDRATADA
Peso Neto: 270 g:.
65.70 UNidades
84J70*701
MMrn
6704u
JI146",https://m.media-amazon.com/images/I/61c+hSNnnZL.jpg,748919,item_weight,270.0 gram
41,57,"5@6@g@6@
9@@g@s9@i98
&
MIILOT
INDIAN
FENNEL
715
432iM
Net WG, 5O0g
8
'9 0 2 9 2 9
0 0 1 1 0 1
77
5@50gC6.0
Isqagagaz
NATURAL
FRESH
TASTE
ORIGINAL
6",https://m.media-amazon.com/images/I/915w0BdW-gL.jpg,993359,item_weight,500 gram
42,58,"NUTRIARC
1
MUSCLE
MASS GAINER
60g
10i2
200g/12g
Fvmien
GAlORiES
07nss
607A
1do%
PURE INGREDIENTST
CHOCOLATE
MILKSHAKE
BAHNEO
FREE
ZERO
NET WH6
added SWEAH",https://m.media-amazon.com/images/I/61sx0ezNNLL.jpg,731432,item_weight,1 kilogram
43,59,"PREMIUM QUALITY
INGRIDIENTS
ADDED
HIGH QUALITY
PROTEIN BLEND
ADDED
CREATINE
MONOHYDRATE
NUTRIARC
ADDED
MUSCLE
MASS GAINER
BCAA &
GLUTAMINE
60g
1012g/200g
12g
Proten
Calores
Orras
DOJA
Iddr
FuRe INGREDIENTS]
CHOCLATE
ADDED
MLKSHAKe
ZERO
NET Wg
VITAMINS &
Ndoe) Su649
MINERALS
3",https://m.media-amazon.com/images/I/71ldprwbKrL.jpg,731432,item_weight,10 kilogram
44,60,"DESIGNED FOR
EXTREME GAINS
support Weight &
Muscle Building
Muscle Size
Strength
NUTRIARC
MUSCLE
TT
Rapid Muscle
MASS GAINER
Recovery
60g
1012g/200g
12g
pnaten
Ordres
Darhs
603A
Idox
Fure INGREDIENTS
Reduce Muscle
CHOCLATE
MLKSHAKE
Break down
ZERO
NTW#
RE
Adde EuMAA
62",https://m.media-amazon.com/images/I/71E9iF-bmKL.jpg,731432,item_weight,1 kilogram
